stimuli_presented,interlocutor_id,name,context_type,silly_or_annoying,sarc,witty,z_silly_or_annoying,z_sarc,z_witty,int1_crit_harsher,int2_crit_softer,int3_mock_hilarious,int4_mock_friendly,int5_natural,int6_direct,int7_be_nice,int8_clever,generally_sarcastic,sarc_def1,sarc_def2,sarc_def3,sarc_def4,sarc_def5,experiment
8nn,51,8nn_51,nn,4,2,2,0.044238792,-0.436577134,-0.483978382,0,0,0,1,0,0,0,0,4,1,5,4,1,5,generation
9nn,51,9nn_51,nn,5,1,1,0.752059462,-1.071598419,-1.057582391,0,0,0,0,0,1,0,0,4,1,5,4,1,5,generation
10nn,51,10nn_51,nn,4,1,1,0.044238792,-1.071598419,-1.057582391,0,0,0,0,0,1,0,0,4,1,5,4,1,5,generation
11nn,51,11nn_51,nn,2,5,6,-1.371402548,1.468486722,1.810437653,0,0,1,1,0,0,0,1,4,1,5,4,1,5,generation
12nn,51,12nn_51,nn,4,1,1,0.044238792,-1.071598419,-1.057582391,0,0,0,0,0,0,1,0,4,1,5,4,1,5,generation
13nn,51,13nn_51,nn,4,1,1,0.044238792,-1.071598419,-1.057582391,0,0,0,0,0,1,0,0,4,1,5,4,1,5,generation
10n,51,10n_51,n,4,1,1,0.044238792,-1.071598419,-1.057582391,0,0,0,0,1,0,0,0,4,1,5,4,1,5,generation
15nn,51,15nn_51,nn,5,4,4,0.752059462,0.833465437,0.663229635,0,1,0,0,0,0,0,0,4,1,5,4,1,5,generation
16nn,51,16nn_51,nn,6,6,4,1.459880132,2.103508007,0.663229635,0,1,0,1,0,0,0,1,4,1,5,4,1,5,generation
11n,51,11n_51,n,3,1,1,-0.663581878,-1.071598419,-1.057582391,0,0,0,0,0,0,1,0,4,1,5,4,1,5,generation
12n,51,12n_51,n,5,3,3,0.752059462,0.198444152,0.089625626,0,0,1,0,0,0,0,1,4,1,5,4,1,5,generation
13n,51,13n_51,n,3,1,1,-0.663581878,-1.071598419,-1.057582391,0,0,0,0,0,1,0,0,4,1,5,4,1,5,generation
14n,51,14n_51,n,4,1,2,0.044238792,-1.071598419,-0.483978382,0,0,0,0,0,0,1,0,4,1,5,4,1,5,generation
15n,51,15n_51,n,2,4,6,-1.371402548,0.833465437,1.810437653,0,0,1,0,0,0,0,1,4,1,5,4,1,5,generation
16n,51,16n_51,n,4,3,4,0.044238792,0.198444152,0.663229635,0,0,0,1,0,0,0,0,4,1,5,4,1,5,generation
7n,51,7n_51,n,6,1,1,1.459880132,-1.071598419,-1.057582391,0,0,1,0,0,0,0,0,4,1,5,4,1,5,generation
8n,51,8n_51,n,4,1,1,0.044238792,-1.071598419,-1.057582391,0,0,0,0,0,1,0,0,4,1,5,4,1,5,generation
9n,51,9n_51,n,2,2,2,-1.371402548,-0.436577134,-0.483978382,0,0,0,1,0,0,0,0,4,1,5,4,1,5,generation
14nn,51,14nn_51,nn,5,4,4,0.752059462,0.833465437,0.663229635,0,1,0,1,0,0,0,0,4,1,5,4,1,5,generation
1n,51,1n_51,n,6,3,4,1.459880132,0.198444152,0.663229635,0,0,0,0,0,1,0,0,4,1,5,4,1,5,generation
2n,51,2n_51,n,5,4,3,0.752059462,0.833465437,0.089625626,0,0,1,0,0,1,0,0,4,1,5,4,1,5,generation
3n,51,3n_51,n,4,2,1,0.044238792,-0.436577134,-1.057582391,1,0,0,0,0,1,0,0,4,1,5,4,1,5,generation
4n,51,4n_51,n,5,5,3,0.752059462,1.468486722,0.089625626,0,0,0,1,0,1,0,0,4,1,5,4,1,5,generation
5n,51,5n_51,n,3,1,1,-0.663581878,-1.071598419,-1.057582391,0,0,0,0,0,1,0,0,4,1,5,4,1,5,generation
6n,51,6n_51,n,4,4,5,0.044238792,0.833465437,1.236833644,0,0,1,0,0,0,0,0,4,1,5,4,1,5,generation
1nn,13,1nn_13,nn,1,1,1,-1.292109853,-0.871879278,-0.907032131,0,0,0,0,1,1,0,0,6,3,3,4,2,5,generation
2nn,13,2nn_13,nn,4,1,1,0.430703284,-0.871879278,-0.907032131,0,0,0,0,1,0,1,0,6,3,3,4,2,5,generation
3nn,13,3nn_13,nn,2,5,5,-0.717838807,1.157221588,1.325662345,0,0,0,1,1,1,0,0,6,3,3,4,2,5,generation
4nn,13,4nn_13,nn,4,5,5,0.430703284,1.157221588,1.325662345,0,0,0,1,1,0,0,0,6,3,3,4,2,5,generation
5nn,13,5nn_13,nn,5,1,1,1.00497433,-0.871879278,-0.907032131,0,0,0,0,0,1,0,0,6,3,3,4,2,5,generation
6nn,13,6nn_13,nn,6,1,1,1.579245376,-0.871879278,-0.907032131,0,0,0,0,0,1,0,0,6,3,3,4,2,5,generation
7nn,13,7nn_13,nn,4,1,1,0.430703284,-0.871879278,-0.907032131,0,0,0,0,0,1,0,0,6,3,3,4,2,5,generation
8nn,13,8nn_13,nn,5,2,4,1.00497433,-0.364604062,0.767488726,0,0,0,0,0,1,0,0,6,3,3,4,2,5,generation
9nn,13,9nn_13,nn,3,5,4,-0.143567761,1.157221588,0.767488726,0,0,0,1,1,0,0,0,6,3,3,4,2,5,generation
10nn,13,10nn_13,nn,6,1,1,1.579245376,-0.871879278,-0.907032131,1,0,0,0,0,1,0,0,6,3,3,4,2,5,generation
11nn,13,11nn_13,nn,5,6,5,1.00497433,1.664496804,1.325662345,0,0,1,0,0,1,0,1,6,3,3,4,2,5,generation
12nn,13,12nn_13,nn,4,4,4,0.430703284,0.649946371,0.767488726,0,0,0,1,0,1,0,0,6,3,3,4,2,5,generation
13nn,13,13nn_13,nn,1,1,1,-1.292109853,-0.871879278,-0.907032131,0,0,0,0,1,1,0,0,6,3,3,4,2,5,generation
10n,13,10n_13,n,4,1,1,0.430703284,-0.871879278,-0.907032131,1,0,0,0,0,1,0,0,6,3,3,4,2,5,generation
15nn,13,15nn_13,nn,6,6,5,1.579245376,1.664496804,1.325662345,0,0,0,0,0,1,0,0,6,3,3,4,2,5,generation
16nn,13,16nn_13,nn,5,1,1,1.00497433,-0.871879278,-0.907032131,1,0,0,0,0,1,0,0,6,3,3,4,2,5,generation
11n,13,11n_13,n,1,1,1,-1.292109853,-0.871879278,-0.907032131,0,0,0,0,1,0,0,0,6,3,3,4,2,5,generation
12n,13,12n_13,n,4,4,4,0.430703284,0.649946371,0.767488726,0,0,0,0,1,0,0,0,6,3,3,4,2,5,generation
13n,13,13n_13,n,1,1,1,-1.292109853,-0.871879278,-0.907032131,0,0,0,0,1,1,0,0,6,3,3,4,2,5,generation
14n,13,14n_13,n,2,5,5,-0.717838807,1.157221588,1.325662345,0,0,0,1,1,0,0,1,6,3,3,4,2,5,generation
15n,13,15n_13,n,4,1,1,0.430703284,-0.871879278,-0.907032131,0,0,0,0,0,1,0,0,6,3,3,4,2,5,generation
16n,13,16n_13,n,1,5,5,-1.292109853,1.157221588,1.325662345,0,0,0,1,0,0,0,0,6,3,3,4,2,5,generation
7n,13,7n_13,n,5,4,4,1.00497433,0.649946371,0.767488726,0,0,1,0,1,0,0,0,6,3,3,4,2,5,generation
8n,13,8n_13,n,1,1,1,-1.292109853,-0.871879278,-0.907032131,0,0,0,0,0,1,1,0,6,3,3,4,2,5,generation
9n,13,9n_13,n,4,5,4,0.430703284,1.157221588,0.767488726,0,1,0,0,1,0,0,0,6,3,3,4,2,5,generation
14nn,13,14nn_13,nn,3,5,5,-0.143567761,1.157221588,1.325662345,0,0,0,1,1,1,0,0,6,3,3,4,2,5,generation
1n,13,1n_13,n,2,1,1,-0.717838807,-0.871879278,-0.907032131,0,0,0,0,0,1,0,0,6,3,3,4,2,5,generation
2n,13,2n_13,n,1,1,1,-1.292109853,-0.871879278,-0.907032131,0,0,0,0,1,0,0,0,6,3,3,4,2,5,generation
3n,13,3n_13,n,1,1,1,-1.292109853,-0.871879278,-0.907032131,0,0,0,0,0,1,1,0,6,3,3,4,2,5,generation
4n,13,4n_13,n,4,4,4,0.430703284,0.649946371,0.767488726,0,0,0,1,0,1,0,0,6,3,3,4,2,5,generation
5n,13,5n_13,n,1,5,4,-1.292109853,1.157221588,0.767488726,0,0,0,1,1,0,0,0,6,3,3,4,2,5,generation
6n,13,6n_13,n,4,1,1,0.430703284,-0.871879278,-0.907032131,0,0,0,0,0,1,0,0,6,3,3,4,2,5,generation
1nn,14,1nn_14,nn,4,4,4,-0.138157552,0.395557904,0.307470874,1,0,0,1,1,0,0,1,6,5,6,5,1,4,generation
2nn,14,2nn_14,nn,4,5,5,-0.138157552,0.832035591,0.775997919,0,1,0,1,1,0,0,1,6,5,6,5,1,4,generation
3nn,14,3nn_14,nn,6,6,6,0.84429615,1.268513278,1.244524965,1,0,1,0,0,1,0,1,6,5,6,5,1,4,generation
4nn,14,4nn_14,nn,6,6,1,0.84429615,1.268513278,-1.098110263,0,0,0,0,1,0,0,0,6,5,6,5,1,4,generation
5nn,14,5nn_14,nn,5,2,2,0.353069299,-0.47739747,-0.629583217,1,0,0,0,0,1,0,1,6,5,6,5,1,4,generation
6nn,14,6nn_14,nn,6,6,4,0.84429615,1.268513278,0.307470874,0,1,0,1,0,1,0,1,6,5,6,5,1,4,generation
7nn,14,7nn_14,nn,6,1,1,0.84429615,-0.913875157,-1.098110263,1,0,0,0,0,1,0,0,6,5,6,5,1,4,generation
8nn,14,8nn_14,nn,6,1,6,0.84429615,-0.913875157,1.244524965,1,0,0,0,0,1,0,1,6,5,6,5,1,4,generation
9nn,14,9nn_14,nn,6,6,6,0.84429615,1.268513278,1.244524965,0,0,0,0,0,1,0,1,6,5,6,5,1,4,generation
10nn,14,10nn_14,nn,6,2,4,0.84429615,-0.47739747,0.307470874,1,0,0,0,0,1,0,0,6,5,6,5,1,4,generation
11nn,14,11nn_14,nn,6,6,6,0.84429615,1.268513278,1.244524965,0,1,1,0,0,1,0,0,6,5,6,5,1,4,generation
12nn,14,12nn_14,nn,6,1,6,0.84429615,-0.913875157,1.244524965,0,1,0,1,0,0,0,0,6,5,6,5,1,4,generation
13nn,14,13nn_14,nn,2,1,1,-1.120611254,-0.913875157,-1.098110263,0,0,0,0,0,1,0,0,6,5,6,5,1,4,generation
10n,14,10n_14,n,6,1,1,0.84429615,-0.913875157,-1.098110263,1,0,0,0,0,1,0,0,6,5,6,5,1,4,generation
15nn,14,15nn_14,nn,6,2,5,0.84429615,-0.47739747,0.775997919,1,0,0,0,0,1,0,0,6,5,6,5,1,4,generation
16nn,14,16nn_14,nn,6,6,6,0.84429615,1.268513278,1.244524965,1,0,0,0,0,0,0,1,6,5,6,5,1,4,generation
11n,14,11n_14,n,1,1,1,-1.611838104,-0.913875157,-1.098110263,0,0,0,0,0,0,1,0,6,5,6,5,1,4,generation
12n,14,12n_14,n,3,6,6,-0.629384403,1.268513278,1.244524965,0,1,1,1,0,0,0,0,6,5,6,5,1,4,generation
13n,14,13n_14,n,1,1,1,-1.611838104,-0.913875157,-1.098110263,0,0,0,0,1,0,1,0,6,5,6,5,1,4,generation
14n,14,14n_14,n,2,1,1,-1.120611254,-0.913875157,-1.098110263,0,0,0,0,0,0,1,0,6,5,6,5,1,4,generation
15n,14,15n_14,n,1,1,1,-1.611838104,-0.913875157,-1.098110263,0,0,0,0,0,1,1,0,6,5,6,5,1,4,generation
16n,14,16n_14,n,1,1,2,-1.611838104,-0.913875157,-0.629583217,0,0,0,0,0,1,1,0,6,5,6,5,1,4,generation
7n,14,7n_14,n,6,1,3,0.84429615,-0.913875157,-0.161056172,0,1,0,1,0,0,0,0,6,5,6,5,1,4,generation
8n,14,8n_14,n,4,1,1,-0.138157552,-0.913875157,-1.098110263,0,0,0,0,1,1,0,0,6,5,6,5,1,4,generation
9n,14,9n_14,n,1,1,1,-1.611838104,-0.913875157,-1.098110263,0,0,0,0,0,1,1,0,6,5,6,5,1,4,generation
14nn,14,14nn_14,nn,6,6,6,0.84429615,1.268513278,1.244524965,0,1,1,0,0,1,0,0,6,5,6,5,1,4,generation
1n,14,1n_14,n,3,5,5,-0.629384403,0.832035591,0.775997919,0,0,0,0,1,0,0,1,6,5,6,5,1,4,generation
2n,14,2n_14,n,3,6,5,-0.629384403,1.268513278,0.775997919,0,1,0,1,0,1,0,1,6,5,6,5,1,4,generation
3n,14,3n_14,n,6,1,1,0.84429615,-0.913875157,-1.098110263,1,0,0,0,0,1,0,1,6,5,6,5,1,4,generation
4n,14,4n_14,n,6,4,3,0.84429615,0.395557904,-0.161056172,1,0,0,0,0,1,0,1,6,5,6,5,1,4,generation
5n,14,5n_14,n,1,6,5,-1.611838104,1.268513278,0.775997919,0,1,0,1,0,0,1,0,6,5,6,5,1,4,generation
6n,14,6n_14,n,5,1,1,0.353069299,-0.913875157,-1.098110263,1,0,0,0,0,1,0,0,6,5,6,5,1,4,generation
1nn,30,1nn_30,nn,3,4,4,-0.571414582,0.93374247,1.59164759,0,0,0,1,1,0,0,0,3,5,4,5,2,6,generation
2nn,30,2nn_30,nn,3,5,4,-0.571414582,2.17873243,1.59164759,0,0,0,1,1,0,0,0,3,5,4,5,2,6,generation
3nn,30,3nn_30,nn,3,3,4,-0.571414582,-0.31124749,1.59164759,0,0,0,0,1,0,0,0,3,5,4,5,2,6,generation
4nn,30,4nn_30,nn,3,3,3,-0.571414582,-0.31124749,-0.445661325,0,0,0,0,1,0,1,0,3,5,4,5,2,6,generation
5nn,30,5nn_30,nn,3,3,3,-0.571414582,-0.31124749,-0.445661325,0,0,0,1,1,1,0,0,3,5,4,5,2,6,generation
6nn,30,6nn_30,nn,4,2,3,1.090882383,-1.55623745,-0.445661325,0,0,0,0,0,1,1,1,3,5,4,5,2,6,generation
7nn,30,7nn_30,nn,4,4,3,1.090882383,0.93374247,-0.445661325,0,0,0,0,1,1,0,0,3,5,4,5,2,6,generation
8nn,30,8nn_30,nn,4,5,4,1.090882383,2.17873243,1.59164759,0,0,0,1,1,1,0,0,3,5,4,5,2,6,generation
9nn,30,9nn_30,nn,4,3,3,1.090882383,-0.31124749,-0.445661325,0,0,0,0,0,1,1,0,3,5,4,5,2,6,generation
10nn,30,10nn_30,nn,4,3,3,1.090882383,-0.31124749,-0.445661325,0,0,0,0,1,1,0,0,3,5,4,5,2,6,generation
11nn,30,11nn_30,nn,3,3,3,-0.571414582,-0.31124749,-0.445661325,0,0,0,0,1,1,1,0,3,5,4,5,2,6,generation
12nn,30,12nn_30,nn,4,5,3,1.090882383,2.17873243,-0.445661325,0,0,0,0,1,1,0,0,3,5,4,5,2,6,generation
13nn,30,13nn_30,nn,3,3,3,-0.571414582,-0.31124749,-0.445661325,0,0,0,0,1,1,0,0,3,5,4,5,2,6,generation
10n,30,10n_30,n,4,4,3,1.090882383,0.93374247,-0.445661325,0,0,0,0,0,1,0,0,3,5,4,5,2,6,generation
15nn,30,15nn_30,nn,3,3,4,-0.571414582,-0.31124749,1.59164759,0,0,0,0,1,0,0,0,3,5,4,5,2,6,generation
16nn,30,16nn_30,nn,4,3,3,1.090882383,-0.31124749,-0.445661325,0,0,0,0,0,1,0,0,3,5,4,5,2,6,generation
11n,30,11n_30,n,3,3,4,-0.571414582,-0.31124749,1.59164759,0,0,0,0,1,0,1,0,3,5,4,5,2,6,generation
12n,30,12n_30,n,4,3,3,1.090882383,-0.31124749,-0.445661325,0,0,0,0,0,1,0,0,3,5,4,5,2,6,generation
13n,30,13n_30,n,3,3,3,-0.571414582,-0.31124749,-0.445661325,0,0,0,0,1,0,1,0,3,5,4,5,2,6,generation
14n,30,14n_30,n,3,3,3,-0.571414582,-0.31124749,-0.445661325,0,0,0,0,0,1,1,1,3,5,4,5,2,6,generation
15n,30,15n_30,n,3,3,3,-0.571414582,-0.31124749,-0.445661325,0,0,0,0,1,1,1,0,3,5,4,5,2,6,generation
16n,30,16n_30,n,3,3,3,-0.571414582,-0.31124749,-0.445661325,0,0,0,0,1,1,1,1,3,5,4,5,2,6,generation
7n,30,7n_30,n,4,3,3,1.090882383,-0.31124749,-0.445661325,0,0,0,0,0,1,0,0,3,5,4,5,2,6,generation
8n,30,8n_30,n,4,3,3,1.090882383,-0.31124749,-0.445661325,0,0,0,0,0,1,0,0,3,5,4,5,2,6,generation
9n,30,9n_30,n,3,3,4,-0.571414582,-0.31124749,1.59164759,0,0,0,0,1,0,1,0,3,5,4,5,2,6,generation
14nn,30,14nn_30,nn,4,3,3,1.090882383,-0.31124749,-0.445661325,0,0,0,0,1,1,1,0,3,5,4,5,2,6,generation
1n,30,1n_30,n,2,2,2,-2.233711546,-1.55623745,-2.48297024,0,0,0,0,1,1,0,0,3,5,4,5,2,6,generation
2n,30,2n_30,n,3,3,3,-0.571414582,-0.31124749,-0.445661325,0,0,0,0,1,1,0,0,3,5,4,5,2,6,generation
3n,30,3n_30,n,2,2,3,-2.233711546,-1.55623745,-0.445661325,0,0,0,0,1,0,1,1,3,5,4,5,2,6,generation
4n,30,4n_30,n,3,3,3,-0.571414582,-0.31124749,-0.445661325,0,0,0,0,1,0,1,0,3,5,4,5,2,6,generation
5n,30,5n_30,n,4,5,4,1.090882383,2.17873243,1.59164759,0,0,0,0,1,0,0,0,3,5,4,5,2,6,generation
6n,30,6n_30,n,3,3,3,-0.571414582,-0.31124749,-0.445661325,0,0,0,0,0,1,1,0,3,5,4,5,2,6,generation
1nn,32,1nn_32,nn,1,4,4,-0.945361342,1.323962767,1.323962767,0,0,0,0,0,0,0,1,4,4,3,4,3,4,generation
2nn,32,2nn_32,nn,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,0,0,0,1,0,4,4,3,4,3,4,generation
3nn,32,3nn_32,nn,1,4,4,-0.945361342,1.323962767,1.323962767,0,0,0,1,0,0,0,0,4,4,3,4,3,4,generation
4nn,32,4nn_32,nn,4,1,1,0.704723909,-0.631428397,-0.631428397,0,1,0,0,0,0,0,0,4,4,3,4,3,4,generation
5nn,32,5nn_32,nn,3,1,1,0.154695492,-0.631428397,-0.631428397,0,0,0,0,0,1,0,0,4,4,3,4,3,4,generation
6nn,32,6nn_32,nn,4,1,1,0.704723909,-0.631428397,-0.631428397,0,0,0,0,1,0,0,0,4,4,3,4,3,4,generation
7nn,32,7nn_32,nn,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,1,0,0,0,0,0,0,4,4,3,4,3,4,generation
8nn,32,8nn_32,nn,3,5,5,0.154695492,1.975759822,1.975759822,0,0,1,1,0,0,0,0,4,4,3,4,3,4,generation
9nn,32,9nn_32,nn,5,4,4,1.254752326,1.323962767,1.323962767,0,1,0,0,0,1,0,0,4,4,3,4,3,4,generation
10nn,32,10nn_32,nn,5,1,1,1.254752326,-0.631428397,-0.631428397,1,0,0,0,0,0,0,0,4,4,3,4,3,4,generation
11nn,32,11nn_32,nn,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,1,0,0,0,0,4,4,3,4,3,4,generation
12nn,32,12nn_32,nn,4,1,1,0.704723909,-0.631428397,-0.631428397,0,1,0,0,0,0,0,0,4,4,3,4,3,4,generation
13nn,32,13nn_32,nn,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,0,1,0,0,0,4,4,3,4,3,4,generation
10n,32,10n_32,n,5,1,1,1.254752326,-0.631428397,-0.631428397,1,0,0,0,0,0,0,0,4,4,3,4,3,4,generation
15nn,32,15nn_32,nn,5,4,4,1.254752326,1.323962767,1.323962767,0,0,0,0,1,1,0,0,4,4,3,4,3,4,generation
16nn,32,16nn_32,nn,5,5,5,1.254752326,1.975759822,1.975759822,0,0,0,0,1,1,0,0,4,4,3,4,3,4,generation
11n,32,11n_32,n,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,0,0,0,1,0,4,4,3,4,3,4,generation
12n,32,12n_32,n,5,1,1,1.254752326,-0.631428397,-0.631428397,1,0,0,0,0,0,0,0,4,4,3,4,3,4,generation
13n,32,13n_32,n,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,0,0,0,1,0,4,4,3,4,3,4,generation
14n,32,14n_32,n,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,0,1,0,0,0,4,4,3,4,3,4,generation
15n,32,15n_32,n,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,0,0,0,1,0,4,4,3,4,3,4,generation
16n,32,16n_32,n,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,0,1,0,0,0,4,4,3,4,3,4,generation
7n,32,7n_32,n,5,2,2,1.254752326,0.020368658,0.020368658,0,1,0,0,0,0,0,0,4,4,3,4,3,4,generation
8n,32,8n_32,n,4,5,5,0.704723909,1.975759822,1.975759822,0,0,0,0,0,0,0,1,4,4,3,4,3,4,generation
9n,32,9n_32,n,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,0,0,0,1,0,4,4,3,4,3,4,generation
14nn,32,14nn_32,nn,5,4,4,1.254752326,1.323962767,1.323962767,0,1,0,0,0,1,0,0,4,4,3,4,3,4,generation
1n,32,1n_32,n,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,0,1,0,0,0,4,4,3,4,3,4,generation
2n,32,2n_32,n,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,0,0,0,1,0,4,4,3,4,3,4,generation
3n,32,3n_32,n,1,1,1,-0.945361342,-0.631428397,-0.631428397,0,0,0,0,1,0,0,0,4,4,3,4,3,4,generation
4n,32,4n_32,n,5,1,1,1.254752326,-0.631428397,-0.631428397,0,0,0,0,0,1,0,0,4,4,3,4,3,4,generation
5n,32,5n_32,n,1,4,4,-0.945361342,1.323962767,1.323962767,0,0,0,1,0,0,0,0,4,4,3,4,3,4,generation
6n,32,6n_32,n,4,1,1,0.704723909,-0.631428397,-0.631428397,0,0,0,1,0,1,0,0,4,4,3,4,3,4,generation
1nn,9,1nn_9,nn,4,1,2,0.059593839,-1.557919355,-0.775409524,0,1,0,0,0,0,0,0,6,3,2,4,2,5,generation
2nn,9,2nn_9,nn,1,5,4,-1.847409013,1.173774857,1.209638858,0,0,1,0,0,0,0,0,6,3,2,4,2,5,generation
3nn,9,3nn_9,nn,6,5,5,1.330929074,1.173774857,2.202163049,1,0,0,1,0,0,0,0,6,3,2,4,2,5,generation
4nn,9,4nn_9,nn,5,6,4,0.695261456,1.85669841,1.209638858,0,0,0,1,0,0,0,1,6,3,2,4,2,5,generation
5nn,9,5nn_9,nn,5,2,2,0.695261456,-0.874995802,-0.775409524,1,0,0,0,0,1,1,1,6,3,2,4,2,5,generation
6nn,9,6nn_9,nn,3,2,1,-0.576073778,-0.874995802,-1.767933716,0,1,0,0,0,1,0,0,6,3,2,4,2,5,generation
7nn,9,7nn_9,nn,2,4,3,-1.211741396,0.490851304,0.217114667,0,1,0,0,0,1,0,0,6,3,2,4,2,5,generation
8nn,9,8nn_9,nn,2,4,2,-1.211741396,0.490851304,-0.775409524,0,1,0,0,0,1,0,0,6,3,2,4,2,5,generation
9nn,9,9nn_9,nn,2,3,3,-1.211741396,-0.192072249,0.217114667,0,1,0,0,1,0,1,1,6,3,2,4,2,5,generation
10nn,9,10nn_9,nn,6,4,3,1.330929074,0.490851304,0.217114667,1,0,0,0,0,1,0,0,6,3,2,4,2,5,generation
11nn,9,11nn_9,nn,4,2,2,0.059593839,-0.874995802,-0.775409524,0,1,0,0,1,1,1,0,6,3,2,4,2,5,generation
12nn,9,12nn_9,nn,5,6,4,0.695261456,1.85669841,1.209638858,0,0,1,1,0,0,0,0,6,3,2,4,2,5,generation
13nn,9,13nn_9,nn,5,2,3,0.695261456,-0.874995802,0.217114667,0,0,0,0,1,1,0,0,6,3,2,4,2,5,generation
10n,9,10n_9,n,3,2,2,-0.576073778,-0.874995802,-0.775409524,1,0,0,0,0,1,0,0,6,3,2,4,2,5,generation
15nn,9,15nn_9,nn,6,1,3,1.330929074,-1.557919355,0.217114667,1,0,0,1,1,1,0,0,6,3,2,4,2,5,generation
16nn,9,16nn_9,nn,6,2,4,1.330929074,-0.874995802,1.209638858,1,0,0,0,0,1,0,0,6,3,2,4,2,5,generation
11n,9,11n_9,n,5,4,3,0.695261456,0.490851304,0.217114667,0,1,0,1,0,0,0,0,6,3,2,4,2,5,generation
12n,9,12n_9,n,6,4,4,1.330929074,0.490851304,1.209638858,0,0,0,0,0,1,0,0,6,3,2,4,2,5,generation
13n,9,13n_9,n,4,3,2,0.059593839,-0.192072249,-0.775409524,0,1,0,0,0,0,0,0,6,3,2,4,2,5,generation
14n,9,14n_9,n,5,6,4,0.695261456,1.85669841,1.209638858,0,1,0,1,0,0,0,0,6,3,2,4,2,5,generation
15n,9,15n_9,n,2,4,2,-1.211741396,0.490851304,-0.775409524,0,0,0,0,0,1,1,0,6,3,2,4,2,5,generation
16n,9,16n_9,n,1,3,2,-1.847409013,-0.192072249,-0.775409524,0,1,0,0,0,1,1,0,6,3,2,4,2,5,generation
7n,9,7n_9,n,2,3,2,-1.211741396,-0.192072249,-0.775409524,1,0,0,0,1,1,0,0,6,3,2,4,2,5,generation
8n,9,8n_9,n,4,2,1,0.059593839,-0.874995802,-1.767933716,0,1,0,0,1,1,1,0,6,3,2,4,2,5,generation
9n,9,9n_9,n,3,4,4,-0.576073778,0.490851304,1.209638858,0,0,0,0,1,0,1,0,6,3,2,4,2,5,generation
14nn,9,14nn_9,nn,6,3,2,1.330929074,-0.192072249,-0.775409524,1,0,0,0,0,1,0,0,6,3,2,4,2,5,generation
1n,9,1n_9,n,4,2,3,0.059593839,-0.874995802,0.217114667,0,0,0,0,0,0,1,0,6,3,2,4,2,5,generation
2n,9,2n_9,n,4,2,2,0.059593839,-0.874995802,-0.775409524,0,1,0,0,0,1,0,0,6,3,2,4,2,5,generation
3n,9,3n_9,n,5,1,2,0.695261456,-1.557919355,-0.775409524,0,1,0,0,0,1,1,0,6,3,2,4,2,5,generation
4n,9,4n_9,n,2,4,2,-1.211741396,0.490851304,-0.775409524,0,1,0,0,1,1,0,0,6,3,2,4,2,5,generation
5n,9,5n_9,n,4,5,4,0.059593839,1.173774857,1.209638858,1,0,0,1,0,1,0,0,6,3,2,4,2,5,generation
6n,9,6n_9,n,3,4,3,-0.576073778,0.490851304,0.217114667,0,0,0,0,1,0,1,0,6,3,2,4,2,5,generation
1nn,35,1nn_35,nn,5,4,5,0.688273484,0.205230517,0.791119526,1,0,0,0,0,0,0,0,4,3,5,5,2,4,generation
2nn,35,2nn_35,nn,2,3,2,-1.255086942,-0.615691552,-1.261514919,0,0,0,0,0,0,1,0,4,3,5,5,2,4,generation
3nn,35,3nn_35,nn,6,5,5,1.336060293,1.026152586,0.791119526,0,0,1,0,0,0,0,0,4,3,5,5,2,4,generation
4nn,35,4nn_35,nn,3,3,4,-0.607300133,-0.615691552,0.106908044,0,0,0,0,1,0,0,0,4,3,5,5,2,4,generation
5nn,35,5nn_35,nn,4,5,4,0.040486676,1.026152586,0.106908044,1,0,0,0,0,0,0,0,4,3,5,5,2,4,generation
6nn,35,6nn_35,nn,3,3,3,-0.607300133,-0.615691552,-0.577303438,0,0,0,0,1,1,0,0,4,3,5,5,2,4,generation
7nn,35,7nn_35,nn,6,4,6,1.336060293,0.205230517,1.475331007,1,0,0,0,0,0,0,0,4,3,5,5,2,4,generation
8nn,35,8nn_35,nn,3,4,4,-0.607300133,0.205230517,0.106908044,0,0,0,0,0,0,0,1,4,3,5,5,2,4,generation
9nn,35,9nn_35,nn,5,4,6,0.688273484,0.205230517,1.475331007,0,0,1,0,0,0,0,0,4,3,5,5,2,4,generation
10nn,35,10nn_35,nn,2,4,3,-1.255086942,0.205230517,-0.577303438,0,0,0,0,1,0,0,0,4,3,5,5,2,4,generation
11nn,35,11nn_35,nn,5,6,6,0.688273484,1.847074655,1.475331007,1,0,0,0,0,0,0,0,4,3,5,5,2,4,generation
12nn,35,12nn_35,nn,4,5,4,0.040486676,1.026152586,0.106908044,1,0,0,0,0,1,0,0,4,3,5,5,2,4,generation
